,short_name,name,age,height_cm,weight_kg,nationality,club,overall,potential,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,body_type,player_tags,team_position,loaned_from,joined,nation_position,pace,shooting,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,player_traits,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,2017
235,F. Ghoulam,Faouzi Ghoulam,26,188,80,Algeria,Napoli,79,82,Left,2,4,2,High/Medium,Normal,,LB,,2014-01-31,,80.0,64.0,73.0,76.0,78.0,,,,,,,"Power Free-Kick, Giant Throw-in",80,54,70,74,52,74,73,68,70,75,74-3,84,68-1,78,62,80,73,91,73-2,69,74,74,64,58,76,72,74,79,78,12,7,8,8,13,21.945
236,W. Orban,Willi Orban,24,186,82,Germany,RB Leipzig,79,82,Right,2,3,2,Medium/High,Normal,,RCB,,2015-07-01,,54.0,34.0,58.0,79.0,78.0,,,,,,,"Injury Free, Power Header",38,34,83+6,69,33,56+1,28,32,59,61,55-5,54-8,48,76+2,58,37,90+4,67,83,29,78,79,34,42,41,71,77+3,82+4,75+2,15,12,15,10,6,9.12
237,Gabriel Paulista,Gabriel Paulista,26,187,72,Brazil,Valencia CF,79,81,Right,2,2,2,Low/High,Lean,,LCB,,2017-08-18,,66.0,49.0,63.0,80.0,76.0,,,,,,,,67,42-9,77,69,48,60,55,46,69,65,64-4,68-4,66-3,78,68-3,61,75,73-1,77,50-7,78,79,51,61,51,68+7,80,83,80,15,6,15,15,7,14.25
238,H. Herrera,Héctor Herrera,27,183,72,Mexico,FC Porto,79,80,Right,3,4,3,High/High,Normal,#Engine,SUB,,2013-07-01,RCM,74.0,70.0,74.0,73.0,79.0,,,,,,,"Injury Free, Long Shot Taker (CPU AI Only)",63,64-1,59-1,75,59-1,75,67,63,71,76,73-1,74-3,66,75,70,81+1,66,92+2,73-1,76,79,79,76,73,58-1,75+2,74,76,67,6,10,15,7,16,15.96
239,M. Herrera,Héctor Herrera,28,183,81,Mexico,Club León,68,69,Right,1,3,2,Low/High,Normal,,SUB,Pachuca,,,63.0,36.0,49.0,68.0,67.0,,,,,,,,31,28,72,58,26,45,35,34,51,52,62,64,53,67,53-3,52,61,55-1,73,38,69,64,28,40,52,71,67,68,70,13,10,14,10,12,15.96
240,H. López,Héctor Herrera,21,169,66,Mexico,Pachuca,56,67,Right,1,3,2,Medium/Medium,Lean,,RES,,2015-08-20,,57.0,33.0,54.0,56.0,61.0,,,,,,,,51,34,50,40,35,57,34,36,31,42,63,52,64,53,76,27,58,63,61,26,57,54,50,42,47,40,48,64,66,12,12,14,7,11,15.96
241,F. Coquelin,Francis Coquelin,26,178,74,France,Arsenal,79,80,Right,2,3,3,Medium/High,Normal,,SUB,,2008-09-23,,66.0,52.0,75.0,78.0,80.0,,,,,,,Dives Into Tackles (CPU AI Only),60,41,60,75,43,72,55,41,71,78,65-4,67-3,74-2,74,81-4,71,80,79-4,76,57,91-1,85,62,67,52,74,77,80,80,9,9,8,10,15,17.1
242,C. Pulisic,Christian Pulisic,18,172,69,United States,Borussia Dortmund,78,89,Right,1,4,4,Medium/Medium,Lean,"#Speedster, #Dribbler, #Acrobat",RW,,2016-01-05,CAM,91.0,68.0,84.0,33.0,56.0,,,,,,,"Speed Dribbler (CPU AI Only), Technical Dribbler (CPU AI Only), Backs Into Player",65+1,71,49+10,76+1,70+1,86+4,69+4,58,59,79+1,93+2,90+2,91+1,77+2,92+8,72,86+3,68,51,58+2,44,30,73+3,76+9,48,64+1,28,32+2,37+4,8,12,13,16,14,34.2
243,Dani Ceballos,Dani Ceballos,20,176,65,Spain,Real Madrid,78,88,Right,1,3,3,Medium/Medium,Normal,,SUB,,2017-07-14,,68.0,61.0,81.0,70.0,64.0,,,,,,,"Flair, Technical Dribbler (CPU AI Only)",70,62+3,37,79,57,82+3,69,61,78,83+2,72-2,65-1,72,78,73,57,52-3,66+1,60+1,63+1,76,76,73,80,55,71,70,77,74,12,15,16,7,13,12.54
244,L. Tousart,Lucas Tousart,20,185,83,France,Olympique Lyonnais,78,87,Right,2,3,2,Medium/High,Normal,,RCM,,2015-08-31,,69.0,55.0,71.0,76.0,84.0,,,,,,,,61,42,73-1,77+1,43,71,36,45,73+1,73+1,69-3,69-2,64-1,76+2,68,78,83+1,83+1,84,64,86+3,78+1,62-3,71+1,48,73+5,72+2,81+5,74+2,11,15,16,10,15,6.65
245,B. Mendy,Benjamin Mendy,22,185,85,France,Manchester City,78,86,Left,2,3,2,High/Medium,Normal,,SUB,,2017-07-24,LB,82.0,48.0,75.0,74.0,79.0,,,,,,,"Injury Prone, Early Crosser",82+1,33,64,76,20,76+1,77+3,29,68,76+1,79-1,84+1,68,76+3,71,68,69,82+3,81,63,75,76,70,58+16,40,70+7,73+1,76+1,78+2,7,7,9,15,9,19.76
246,André Silva,André Silva,21,185,79,Portugal,Milan,78,86,Right,2,3,3,High/Medium,Normal,,SUB,,2017-07-01,RS,81.0,74.0,77.0,44.0,78.0,,,,,,,Beat Offside Trap,59,75,77,67,74,77,69,33,58,78,75-3,85,77,79,72-1,76,84,85,74-2,66,76,55,83,66,80,70,34,40,35,14,13,7,11,8,25.08
247,Bruno Fernandes,Bruno Fernandes,22,179,69,Portugal,Sporting CP,78,85,Right,2,3,3,High/Medium,Lean,,CAM,,2017-07-01,,78.0,71.0,80.0,63.0,70.0,,,,,,,"Long Shot Taker (CPU AI Only), Technical Dribbler (CPU AI Only)",76+6,65+1,58,78,78+4,79,81+12,76+7,77+1,81,79+1,78,82,75+1,79-1,80+5,72,76,69+14,76+8,62,68,75+1,74,66,80+11,58,66,62,12,14,15,8,14,10.07
248,M. Fernandes,Bruno Fernandes,20,185,73,Germany,Holstein Kiel,54,63,Left,1,4,3,Medium/Medium,Normal,,RES,,2016-07-01,,69.0,38.0,61.0,29.0,54.0,,,,,,,,50,42,42,51,41,62,46,41,38,58,68,69,66,45,65,34,63,53,58,30,41,22,41,40,36,38,26,32,34,14,13,13,13,9,10.07
249,N. Stark,Niklas Stark,22,190,81,Germany,Hertha BSC,78,85,Right,1,3,2,Medium/Medium,Lean,,RDM,,2015-08-24,,77.0,54.0,67.0,79.0,77.0,,,,,,,,54+6,50,80+4,77+2,48,65,43,35,67,72+1,75,78,61+1,73+1,63-1,66,55,82,78+1,55,76,79+2,62,72+5,39,65+7,78+1,79+1,76,7,15,10,15,13,10.4025
250,D. Origi,Divock Origi,22,185,75,Belgium,VfL Wolfsburg,78,85,Right,2,3,4,High/Medium,Normal,,LS,Liverpool,,,83.0,76.0,75.0,31.0,77.0,,,,,,,Beat Offside Trap,69,79,73,75,70,77-1,54,40,59,75-1,82-5,84-1,75-2,76,61-1,77,75,74,82,69,69,28,80,71,65,70,30,24,18,15,13,16,11,15,13.68
251,H. Lozano,Hirving Lozano,21,175,70,Mexico,PSV,78,85,Right,2,4,4,High/Medium,Lean,"#Speedster, #Acrobat",LW,,2017-07-21,SUB,93.0,72.0,81.0,34.0,61.0,,,,,,,"Beat Offside Trap, Speed Dribbler (CPU AI Only)",74+4,72,56,71,71,83+1,69,59,68,77,94+1,93,92+3,75+2,76,75-1,75,80,57-6,72-1,42,53,75+2,72+2,64,76+2,25,27,25,11,10,14,14,10,14.25
252,Rodrigo,Hirving Lozano,26,182,77,Spain,Valencia CF,78,81,Left,2,3,4,High/Medium,Lean,#Speedster,RS,,2014-12-03,,91.0,75.0,79.0,33.0,68.0,,,,,,,"Beat Offside Trap, Speed Dribbler (CPU AI Only)",72,74+2,72+8,75,74,80,78+2,67,58,78-3,89,92+4,81+4,78,68,80+2,73-1,72+3,71+4,73-2,52,31,78,66,77-5,69,26,28,29,7,13,10,11,5,14.25
253,A. Onana,André Onana,21,187,91,Cameroon,Ajax,78,85,Right,1,3,1,Medium/Medium,Stocky,,GK,,2015-01-14,,,,,,,83.0,77.0,84.0,77.0,63.0,70.0,Rushes Out Of Goal,15,12,20,33,13,26,30,17,26,38,64,62,68,76+2,53,21,80,39-5,67+12,17,23,15,11,60,27,33,16,18,14,83,77,84+2,70+2,77,6.27
254,A. Doucouré,Abdoulaye Doucouré,24,182,69,France,Watford,78,84,Right,2,3,2,Medium/Medium,Lean,,RDM,,2016-02-02,,66.0,71.0,76.0,74.0,81.0,,,,,,,,68,70,66,82+3,67,78+3,41,42,74,80+2,62-3,69-7,60,73+3,67+3,75,71,81-2,83+3,74,77+2,78,73,77+2,45,70,70+1,79+2,73+2,15,12,12,15,14,6.84
255,Yeray,Yeray Álvarez,22,183,78,Spain,Athletic Club de Bilbao,78,84,Right,2,3,2,Medium/High,Normal,,SUB,,2014-07-01,,68.0,49.0,62.0,77.0,75.0,,,,,,,"Dives Into Tackles (CPU AI Only), Power Header",48,41,76+1,71+1,55,53,56,50,71,73+1,66,69,55,80,76,69,75,71-2,76,43,79,85,39,34,61,78,73+1,74+1,85,12,9,8,12,11,12.35
256,Rafa,Rafa Silva,24,171,66,Portugal,SL Benfica,78,83,Right,2,4,4,High/Medium,Lean,"#Speedster, #Acrobat",SUB,,2016-08-31,,92.0,66.0,83.0,35.0,45.0,,,,,,,"Beat Offside Trap, Speed Dribbler (CPU AI Only)",73,65+1,46,74,64,83,75-1,56,60,80,91,92,91,79-1,85,71,58,64+2,37+7,64,40,43,78-3,75,59,77,23,38,31,9,11,11,12,8,15.2
257,Pau López,Pau López,22,189,77,Spain,RCD Espanyol,78,83,Left,1,3,1,Medium/Medium,Lean,,SUB,,2013-07-01,,,,,,,76.0,77.0,75.0,77.0,49.0,79.0,,24,19,15,38+8,17-7,18+1,23,21,41+16,16+1,45,52,40,73+2,57,21,68+8,42,52,18-6,39,16,20,41+15,25,36+14,12,20,11,76+6,77+2,75+7,79+5,77+6,1.71
258,P. Kadeřábek,Pavel Kaderabek,25,182,81,Czech Republic,TSG 1899 Hoffenheim,78,82,Right,2,2,2,High/Medium,Normal,,RWB,,2015-07-01,SUB,81.0,58.0,74.0,73.0,78.0,,,,,,,"Avoids Using Weaker Foot, Dives Into Tackles (CPU AI Only), Speed Dribbler (CPU AI Only)",85+2,56,69,75,57,74,54,52,69,76,77,84-1,68,76,66-1,66,68,84,77+1,57,75,69,55,64,54,71,74,76,75,10,11,14,13,7,5.7
259,M. Sabitzer,Marcel Sabitzer,23,177,74,Austria,RB Leipzig,78,82,Right,1,4,3,High/Medium,Normal,,RAM,,2014-07-01,RW,83.0,78.0,78.0,32.0,76.0,,,,,,,Backs Into Player,67,77+4,52,77+2,74,76+1,72,63,64,80+3,87-1,79-3,79-2,77+1,83,83+6,77,84,74,78+9,69,40,81,73+1,65,72,23,33,19,11,13,14,15,13,13.965
260,B. Davies,Ben Davies,24,182,76,Wales,Tottenham Hotspur,78,82,Left,2,3,2,Medium/High,Normal,,LB,,2014-07-23,LCB,76.0,54.0,74.0,78.0,73.0,,,,,,,,77+2,55+4,66+3,75+1,37,73+2,64,48,68,77+1,78-1,74-3,72,73+1,65,60+1,70,80-1,73+2,48+5,67+6,76+2,64+4,70+1,54,73-1,80,80+1,81,11,7,6,7,14,13.68
261,B. Davies,Ben Davies,36,170,67,England,Grimsby Town,64,64,Right,1,4,2,High/Medium,Normal,,RB,,2016-07-01,,66.0,63.0,68.0,58.0,72.0,,,,,,,"Set Play Specialist, Takes Finesse Free Kicks",73,60-2,51,66,64,67,74,69,61+3,69,68-1,64,62,60,82+1,64,80+1,71-2,79-3,64-3,54,57,65,69-1,69,64+2,53,65,60,10,15,6,9,8,13.68
262,B. Davies,Ben Davies,21,185,74,England,Preston North End,63,73,Left,1,2,2,Medium/Medium,Lean,,LCB,,2013-01-01,,68.0,39.0,53.0,63.0,66.0,,,,,,,,60,36,60,60,43,48,44,40,62,58,72-1,65-2,61-1,52,61,42,70,72,67+1,39,56,56,33,30,48,39,67,66,59,6,15,10,15,6,13.68
263,M. Ginter,Matthias Ginter,23,188,83,Germany,Borussia Mönchengladbach,78,82,Right,2,3,2,Medium/Medium,Normal,,RCB,,2017-07-04,,64.0,59.0,64.0,78.0,75.0,,,,,,,,73,51,83,74,53,61,58,51,74,72,54,72-1,56,76,49-4,78,65,72,81,56,68,78,55,68,67,68,76-1,79-1,77-2,12,10,6,8,10,18.24
264,K. Trippier,Kieran Trippier,26,178,72,England,Tottenham Hotspur,78,81,Right,2,4,3,High/High,Normal,"#Engine, #Crosser",SUB,,2015-06-19,,77.0,56.0,75.0,76.0,75.0,,,,,,,"Long Throw-in, Injury Free, Early Crosser",87+1,45,70+1,73+2,44,75+3,80+1,68,76+2,75+4,78,77-1,77-1,72+1,76,77,74+1,87+2,71+2,66,70+4,74,60,78+1,39,71+4,77+2,76+2,78+2,11,14,8,11,10,10.64
265,T. Delaney,Thomas Delaney,25,182,77,Denmark,SV Werder Bremen,78,81,Left,1,4,2,High/High,Normal,#Engine,LCM,,2017-01-01,LM,73.0,72.0,74.0,74.0,81.0,,,,,,,Long Passer (CPU AI Only),67,72+1,75,80+2,66+5,72,71,68,76,77,71,74,70,77,73+1,78,82,90+1,78,70,78,74,75,76,60,82+1,72,77,74,8,12,11,14,15,6.84
266,Danilo,Danilo,25,184,78,Brazil,Manchester City,78,81,Right,2,4,3,High/Medium,Lean,,LWB,,2017-07-23,,78.0,70.0,74.0,76.0,79.0,,,,,,,"Long Shot Taker (CPU AI Only), Speed Dribbler (CPU AI Only)",71,61,68,76,72,73,74,76,69,77,75-2,80-2,73-2,79,65-1,85,75,83,79,72,74,81,75,63+1,67,69+2,72,77,78,14,5,15,14,5,19.0
267,D. Zapata,Duván Zapata,26,189,88,Colombia,Sampdoria,78,81,Right,2,4,2,Medium/Medium,Normal,#Strength,SUB,Napoli,,,73.0,77.0,72.0,27.0,78.0,,,,,,,,44,81,78,64,76,72,46,64,38,76,69,76-2,64-1,74,58,86,79,69,90,64,58,20,78,47,64,73,20,24,22,9,9,8,6,8,12.54
268,S. Verdi,Simone Verdi,24,171,61,Italy,Bologna,78,80,Left,2,5,4,High/Medium,Lean,#Acrobat,RW,,2016-07-11,,88.0,66.0,85.0,35.0,55.0,,,,,,,"Flair, Long Shot Taker (CPU AI Only), Chip Shot (CPU AI Only), Technical Dribbler (CPU AI Only)",77+2,56-4,42,77,74+2,84,80+4,60,73+6,84,90+1,86+7,92-1,76+6,90-2,78+10,51-3,77+8,48-1,76+4,48+4,36+5,74+4,76,60,76+4,20+1,40+10,60+33,12,10,7,15,9,7.98
269,R. Jiménez,Raúl Jiménez,26,187,81,Mexico,SL Benfica,78,80,Right,3,4,3,High/Medium,Lean,,SUB,,2015-08-13,LS,76.0,76.0,74.0,39.0,80.0,,,,,,,"Beat Offside Trap, Flair, Power Header",69,75,82,71,80+1,74,70,45,67,77+2,75-2,77-1,76-8,79+2,51-2,78,70,81+3,81+3,69,80+5,41,82-3,71,87+1,74+1,29,36,28,7,11,13,14,10,13.11
270,J. Lingard,Jesse Lingard,24,175,62,England,Manchester United,78,80,Right,2,3,3,High/High,Lean,,SUB,,2010-07-01,SUB,83.0,74.0,81.0,51.0,67.0,,,,,,,"Beat Offside Trap, Flair, Long Shot Taker (CPU AI Only), Outside Foot Shot",72+1,72,61,75,64,79+1,74+2,56,65,82,84-1,83-1,85+1,75-1,84,76+2,65,79-2,61+7,80+8,66+3,53+6,79+1,74-1,65,75+10,52+3,46,44+3,14,10,8,13,9,11.97
271,N. Nkoulou,Nicolas N'Koulou,27,184,77,Cameroon,Torino,78,79,Right,3,3,2,Medium/Medium,Lean,,LCB,Olympique Lyonnais,,,70.0,44.0,68.0,77.0,74.0,,,,,,,,60,33,74,75,64,64,37,28,72,73,68-5,71-4,67-1,67,78,58,83+1,68,75,46,76,75,54,63,50,77,79,77,77,6,7,6,15,7,7.2675
272,L. Hernández,Lucas Hernández,21,183,76,France,Atlético Madrid,77,88,Left,1,3,2,Medium/High,Normal,,SUB,,2013-08-18,,65.0,42.0,56.0,78.0,70.0,,,,,,,"Long Passer (CPU AI Only), Power Header",57,36,80+5,67,23,46,38,28,58,65,66,64-1,69,65,61,62,85,59-2,72,47,77,76,27,33,34,66+18,74,80+3,81,10,7,8,14,10,14.25
273,Rúben Neves,Rúben Neves,20,180,75,Portugal,Wolverhampton Wanderers,77,86,Right,2,3,3,Medium/Medium,Normal,,RCM,,2017-07-08,,66.0,68.0,73.0,72.0,71.0,,,,,,,"Long Passer (CPU AI Only), Playmaker (CPU AI Only)",72,62+3,61,82+2,68+4,73,76+1,70,80+2,76+1,65,66,68,75+3,67,78+1,74+1,74,70+1,74,70,75,63,78+4,59,72+4,70+1,76+2,69+1,16,12,10,8,10,11.4
274,Diogo Jota,Diogo Jota,20,178,70,Portugal,Wolverhampton Wanderers,77,86,Right,2,4,4,High/Medium,Lean,#Acrobat,LW,Atlético Madrid,,,81.0,74.0,83.0,46.0,70.0,,,,,,,"Long Shot Taker (CPU AI Only), Technical Dribbler (CPU AI Only)",61+3,73,68,69+2,69,84+1,74,55,64,82+3,83+1,80-1,87,80-1,78,76,66,78+5,65+5,75,72+2,54,80,74+1,61,80,32+6,50+2,39,7,12,15,9,11,9.12
275,P. Kimpembe,Presnel Kimpembe,21,183,71,France,Paris Saint-Germain,77,86,Left,2,2,2,Medium/Medium,Normal,,SUB,,2014-10-17,SUB,69.0,35.0,64.0,77.0,74.0,,,,,,,,34+4,31+6,69,69+4,28,60+7,39+11,32,59+13,70+8,69-4,69-3,65-1,70+2,65,47,75,65,78+6,33+6,75+3,78+1,34,39+8,43,72,78+1,78+1,80+1,7,8,14,15,9,9.12
276,Marcos Llorente,Marcos Llorente,22,180,71,Spain,Real Madrid,77,86,Right,1,3,2,Medium/Medium,Lean,,SUB,,2014-11-28,,55.0,48.0,70.0,71.0,71.0,,,,,,,,56,39,61,84,44,68,45,51,81,77,57-1,54-2,55,74,66,58,65,77,71,56,65,80+1,65,73,53,68+8,64,76,69,13,6,6,11,15,12.825
277,Pablo Fornals,Pablo Fornals,21,178,67,Spain,Villarreal CF,77,86,Right,1,3,2,Medium/Medium,Normal,,SUB,,2017-07-24,,61.0,66.0,75.0,69.0,65.0,,,,,,,,71,72+9,41,81,54,74+7,58,60,78,78,64,58-2,75,77,70,51,54-2,65-3,64,75+7,72-1,75,73+3,78,46,68+11,68,74,72,9,11,12,7,15,10.26
278,O. Ndidi,Wilfred Ndidi,20,183,74,Nigeria,Leicester City,77,86,Right,1,4,2,Medium/High,Lean,,LCM,,2017-01-05,,74.0,60.0,67.0,78.0,80.0,,,,,,,"Long Throw-in, Long Passer (CPU AI Only), Long Shot Taker (CPU AI Only)",50,50+6,73,74+1,66,63,57,58+29,69,72,72-4,75-3,69+1,74+1,65,78,78,88,77+2,70,76+2,80+2,61+20,65,35,73+2,73+1,82+3,79+1,13,14,7,7,13,15.96
279,N. Redmond,Nathan Redmond,23,173,69,England,Southampton,77,85,Right,2,3,4,High/Medium,Lean,#Acrobat,LM,,2016-07-01,,87.0,69.0,82.0,24.0,52.0,,,,,,,"Flair, Long Shot Taker (CPU AI Only), Speed Dribbler (CPU AI Only), Backs Into Player",72+1,69+1,33,72+3,55,83+4,69,65,63,79+2,89,86,91+1,65+2,86+2,71,50+2,72,47+2,71,38,22,74+3,72,57-3,70+8,18,26,30,12,14,16,6,10,15.39
280,D. Redmond,Nathan Redmond,26,175,67,England,Hamilton Academical FC,64,65,Left,1,3,3,Medium/Medium,Normal,,SUB,,2014-07-01,,78.0,58.0,65.0,48.0,64.0,,,,,,,"Playmaker (CPU AI Only), Technical Dribbler (CPU AI Only)",63,58,55,63+1,48,64+2,61+1,60-1,59,63+2,76+2,80,82+2,57,64,57,41-7,62+1,64+4,59,71+22,55,59,55,62,60+6,47,47,36,11,10,10,10,15,15.39
281,J. Pickford,Jordan Pickford,23,185,77,England,Everton,77,85,Left,1,3,1,Medium/Medium,Normal,,GK,,2017-06-15,,,,,,,77.0,76.0,85.0,82.0,44.0,73.0,"Long Passer (CPU AI Only), Puncher",17,19,15,50+22,20,14,18,16,53+20,38+17,48,41,33,68,46-21,31,59,44,50,13,23,24,18,66,41,51+24,14,20,12,77+3,76,85,73,82+4,11.4
282,L. Pellegrini,Lorenzo Pellegrini,21,186,77,Italy,Roma,77,85,Right,2,3,2,High/High,Normal,,SUB,,2017-07-01,SUB,76.0,66.0,75.0,70.0,72.0,,,,,,,,72,60+3,71,82,69,76,69,40,79,77,78-1,75,68-1,71,69,74,67,78+3,70-1,72,71,70,70,75,49,79+10,68,73,70,12,7,10,13,11,11.97
283,L. Paredes,Leandro Paredes,23,180,75,Argentina,Zenit St. Petersburg,77,84,Right,2,4,4,Medium/Medium,Normal,,LCM,,2017-07-01,SUB,72.0,66.0,78.0,69.0,73.0,,,,,,,"Power Free-Kick, Flair, Long Shot Taker (CPU AI Only), Playmaker (CPU AI Only), Set Play Specialist",74,55,60,83,73,77,79,76+5,80,82,75,69,77,74,77,80,61,79,69,77+1,79,72,64,82,57,74,64,75,72,9,14,6,9,10,16.815
284,Rony Lopes,Rony Lopes,21,174,68,Portugal,AS Monaco,77,84,Left,2,3,4,Medium/Medium,Stocky,,RM,,2015-08-28,,79.0,70.0,81.0,30.0,55.0,,,,,,,Long Shot Taker (CPU AI Only),71,70+1,38,77,56,82+1,75,72,72,79+1,83+2,76-1,84,72,86,74+2,51-1,66,56,70+2,39,29,74,76,65,74+16,30,28,27,11,10,12,12,11,9.12
285,J. Veretout,Jordan Veretout,24,176,67,France,Fiorentina,77,83,Right,1,3,3,Medium/Medium,Normal,,RDM,,2017-07-25,,66.0,74.0,75.0,65.0,71.0,,,,,,,Set Play Specialist,78,73,53,79,70,75,69,73,76,79,68,64-1,69,75,69,77,57,80,70-1,74,65,68,68,75,77,72,63,71,63,9,10,11,8,9,11.02
286,H. Maguire,Harry Maguire,24,194,100,England,Leicester City,77,83,Right,1,3,2,High/High,Stocky,"#Aerial Threat, #Strength",LCB,,2017-06-15,,46.0,37.0,61.0,77.0,82.0,,,,,,,Injury Free,41,30,77+4,69+2,27,64+4,29,46,65,64+5,40-3,51-3,38,67+11,55-4,54,71+1,72,90+2,34,75,74+4,52+6,50,40,71+10,77+5,78+1,75+2,14,16,9,14,9,5.985
287,Jonny,Jonny Otto,23,175,70,Spain,RC Celta,77,83,Right,2,3,2,High/Medium,Stocky,,LB,,2012-07-01,,77.0,42.0,69.0,77.0,76.0,,,,,,,,76,28,62,66,44,65,60,54,59,72,74-2,79-1,75,63,75,66,79,87,69,45,80,76,53,55,46,68+18,80,77,82,7,10,12,10,6,7.98
288,Luis Alberto,Luis Alberto,24,183,74,Spain,Lazio,77,82,Right,2,4,3,High/Low,Lean,,CF,,2016-08-31,,63.0,71.0,76.0,27.0,50.0,,,,,,,,76,73,45,83,58,79,73,69,75,81,67-1,60-4,66-1,66,50-4,68,40-8,47-8,61,75,29,28,75,74,56,72+12,24,25,18,6,8,6,12,11,7.98
289,S. Haller,Sébastien Haller,23,190,88,France,Eintracht Frankfurt,77,82,Right,1,2,3,Medium/Medium,Stocky,#Strength,LS,,2017-07-01,,76.0,75.0,72.0,35.0,76.0,,,,,,,"Avoids Using Weaker Foot, Target Forward",40,79,75,64,70,72,52,46,35,79,74,78,64,76,51,77,80,72,91,62,41,30,77,70,88,67+2,35,26,29,6,7,14,7,6,10.64
290,M. Politano,Matteo Politano,23,171,65,Italy,Sassuolo,77,82,Left,2,4,3,High/Medium,Normal,#Acrobat,LW,,2016-06-30,,82.0,69.0,82.0,17.0,50.0,,,,,,,"Long Shot Taker (CPU AI Only), Speed Dribbler (CPU AI Only)",75+5,69,40,75+1,67,83+1,66,61,62+2,80,85,79,90,75+2,84,68,38-5,69,38,68,60,25,75+2,68,70+26,70+6,12,12,12,11,12,6,8,11,7.98
291,J. King,Joshua King,25,180,74,Norway,Bournemouth,77,81,Right,1,2,3,Medium/Medium,Normal,,CF,,2015-07-01,SUB,90.0,77.0,76.0,29.0,70.0,,,,,,,"Beat Offside Trap, Flair, Speed Dribbler (CPU AI Only)",63,82+7,63,68+2,67+3,77,69,42,48+1,74+2,87-1,92,78,72+2,71,78+3,72,73,77+2,69+6,50,33-3,77+7,56,72+3,72+11,22,26-1,19,12,9,11,12,7,7.125
292,G. Kondogbia,Geoffrey Kondogbia,24,188,76,France,Valencia CF,77,81,Left,2,2,3,High/Medium,Lean,,LCM,Inter,,,70.0,68.0,76.0,74.0,81.0,,,,,,,"Avoids Using Weaker Foot, Technical Dribbler (CPU AI Only)",59,63+15,72,78,46,78+1,63,60,77,78+1,68-1,72+2,74-1,74,50-4,86,74,84,86,69+2,67+2,75+2,73,72,45,72-2,69,78,72+1,15,10,10,8,10,21.09
293,Wendell,Wendell,23,176,71,Brazil,Bayer 04 Leverkusen,77,81,Left,2,2,3,High/Medium,Lean,,LM,,2014-07-01,,86.0,48.0,78.0,71.0,72.0,,,,,,,"Dives Into Tackles (CPU AI Only), Technical Dribbler (CPU AI Only)",76,37,52,75,29-3,78-1,66,75+3,65,77,87,86,78+1,74+1,78,60,68,77,64,59,87,76,69,69,46,72,68-3,75-3,80,8,12,6,14,14,14.82
294,Yuri,Yuri Berchiche,27,181,80,Spain,Paris Saint-Germain,77,78,Left,2,3,3,High/Medium,Normal,,SUB,,2017-07-07,,78.0,56.0,70.0,76.0,81.0,,,,,,,Dives Into Tackles (CPU AI Only),78,36,72,66,54,66,77,55,66,74,79,77-1,73-1,72,71-1,78,85+1,83,77,79,88,67,45,45,59,75+26,79,77,83,12,13,9,8,11,7.98
295,M. Sissoko,Moussa Sissoko,27,187,91,France,Tottenham Hotspur,77,77,Right,2,2,3,Medium/Medium,Normal,#Strength,SUB,,2016-08-31,,77.0,74.0,76.0,72.0,85.0,,,,,,,"Power Free-Kick, Speed Dribbler (CPU AI Only)",76,72,70,79,67,78,75,74,74,76-2,75-4,78-4,70-4,77-2,59-4,85,80,87-1,88+2,71,78+1,76,76,68,68,73-3,69,72,71,14,8,11,10,8,22.8
296,M. Marega,Moussa Marega,26,186,83,Mali,FC Porto,77,77,Right,2,3,2,High/Medium,Stocky,#Strength,SUB,,2016-01-25,,84.0,78.0,60.0,36.0,88.0,,,,,,,"Diver, Beat Offside Trap, Speed Dribbler (CPU AI Only), Backs Into Player",53-15,79+1,79+6,68,71+3,58,58,37,50-17,62+3,81-4,86-1,67-11,74-2,40,83-1,74,88,89,75+3,88-1,26,76-4,64-6,71+1,67+2,32,34,28,14,7,13,11,11,5.32
297,M. de Ligt,Matthijs de Ligt,17,188,89,Netherlands,Ajax,76,89,Right,1,4,2,Medium/Medium,Normal,,RCB,,2016-10-24,SUB,65.0,55.0,67.0,75.0,79.0,,,,,,,Power Header,47,44,78+1,71,40,67,48,55,69,72,62-8,67+1,60-8,72+7,44,83+5,80+3,74+9,83+5,62,74+5,70+6,44,66,40,67+6,75+4,77+7,74+1,12,11,11,12,10,3.42
298,I. Diop,Issa Diop,20,194,92,France,Toulouse Football Club,76,87,Right,2,3,2,Medium/Medium,Normal,#Strength,RCB,,2015-11-21,,63.0,31.0,48.0,77.0,81.0,,,,,,,Long Passer (CPU AI Only),37+5,29,72,64,48+20,39,32+4,34,59+1,60,66-2,60-3,49,68+3,50,39,75-9,74,86,21,77+1,75+2,35,40,44,72+2,78+2,78+1,78-1,10,7,6,14,9,5.7
